scientificName	family	nomenclaturalStatus	kingdom	scientificNameAuthorship	taxonKey	count(eea_cell_code)
Glyphicnemis profligator (Fabricius, 1775)	Ichneumonidae		Animalia	(Fabricius, 1775)	1292115	3
Coelichneumon sinister (Wesmael, 1848)	Ichneumonidae		Animalia	(Wesmael, 1848)	1292814	3
Coelichneumon deliratorius (Linnaeus, 1758)	Ichneumonidae		Animalia	(Linnaeus, 1758)	1292867	3
Coelichneumon erythromerus (Rudow, 1888)	Ichneumonidae		Animalia	(Rudow, 1888)	1292900	7
Coelichneumon bilineatus (Gmelin, 1790)	Ichneumonidae		Animalia	(Gmelin, 1790)	1293016	2
Coelichneumon cyaniventris (Wesmael, 1859)	Ichneumonidae		Animalia	(Wesmael, 1859)	1293078	19
Protichneumon pisorius (Linnaeus, 1758)	Ichneumonidae		Animalia	(Linnaeus, 1758)	1294069	7
Therion circumflexum (Linnaeus, 1758)	Ichneumonidae		Animalia	(Linnaeus, 1758)	1294257	4
Amblyjoppa fuscipennis (Wesmael, 1845)	Ichneumonidae		Animalia	(Wesmael, 1845)	1294357	1
Callajoppa exaltatoria (Panzer, 1804)	Ichneumonidae		Animalia	(Panzer, 1804)	1294754	15
Xylophrurus augustus (Dalman, 1823)	Ichneumonidae		Animalia	(Dalman, 1823)	1294882	1
Cratichneumon culex (Muller, 1776)	Ichneumonidae		Animalia	(Muller, 1776)	1295444	5
Cratichneumon viator (Scopoli, 1763)	Ichneumonidae		Animalia	(Scopoli, 1763)	1295457	3
Cratichneumon sexarmillatus (Kriechbaumer, 1891)	Ichneumonidae		Animalia	(Kriechbaumer, 1891)	1295538	1
Ophion luteus (Linnaeus, 1758)	Ichneumonidae		Animalia	(Linnaeus, 1758)	1295837	49
Diphyus quadripunctorius (Muller, 1776)	Ichneumonidae		Animalia	(Muller, 1776)	1296299	28
Diphyus amatorius (Muller, 1776)	Ichneumonidae		Animalia	(Muller, 1776)	1296330	9
Stauropoctonus bombycivorus (Gravenhorst, 1829)	Ichneumonidae		Animalia	(Gravenhorst, 1829)	1299452	7
Cidaphus alarius (Gravenhorst, 1829)	Ichneumonidae		Animalia	(Gravenhorst, 1829)	1299861	1
Metopius citratus (Geoffroy, 1785)	Ichneumonidae		Animalia	(Geoffroy, 1785)	1301408	6
Metopius fuscipennis Wesmael, 1849	Ichneumonidae		Animalia	Wesmael, 1849	1301423	10
Metopius vespoides (Scopoli, 1763)	Ichneumonidae		Animalia	(Scopoli, 1763)	1301425	1
Metopius dentatus (Fabricius, 1779)	Ichneumonidae		Animalia	(Fabricius, 1779)	1301558	1
Colpotrochia cincta (Scopoli, 1763)	Ichneumonidae		Animalia	(Scopoli, 1763)	1302107	21
Collyria coxator (Villers, 1789)	Ichneumonidae		Animalia	(Villers, 1789)	1302170	3
Gambrus ornatus (Gravenhorst, 1829)	Ichneumonidae		Animalia	(Gravenhorst, 1829)	1304036	1
Tromatobia ovivora (Boheman, 1821)	Ichneumonidae		Animalia	(Boheman, 1821)	1304172	3
Tromatobia lineatoria (Villers, 1789)	Ichneumonidae		Animalia	(Villers, 1789)	1304194	37
Coleocentrus excitator (Poda, 1761)	Ichneumonidae		Animalia	(Poda, 1761)	1306008	29
Phaenolobus terebrator (Scopoli, 1763)	Ichneumonidae		Animalia	(Scopoli, 1763)	1306799	40
Dyspetes luteomarginatus Habermehl, 1925	Ichneumonidae		Animalia	Habermehl, 1925	1307122	31
Echthrus reluctator (Linnaeus, 1758)	Ichneumonidae		Animalia	(Linnaeus, 1758)	1307604	11
Endromopoda detrita (Holmgren, 1860)	Ichneumonidae		Animalia	(Holmgren, 1860)	1308135	1
Ephialtes manifestator (Linnaeus, 1758)	Ichneumonidae		Animalia	(Linnaeus, 1758)	1308779	49
Lagynodes pallidus (Boheman, 1832)	Megaspilidae		Animalia	(Boheman, 1832)	1309174	1
Andricus solitarius (Fonscolombe, 1832)	Cynipidae		Animalia	(Fonscolombe, 1832)	1309592	140
Andricus quercusradicis (Fabricius, 1798)	Cynipidae		Animalia	(Fabricius, 1798)	1309601	9
Aylax papaveris (Perris, 1839)	Cynipidae		Animalia	(Perris, 1839)	1309633	32
Aphelonyx cerricola (Giraud, 1859)	Cynipidae		Animalia	(Giraud, 1859)	1309635	11
Biorhiza pallida (Olivier, 1791)	Cynipidae		Animalia	(Olivier, 1791)	1309640	883
Xestophanes potentillae (Retzius, 1773)	Cynipidae		Animalia	(Retzius, 1773)	1309642	5
Dryocosmus kuriphilus Yasumatsu, 1951	Cynipidae		Animalia	Yasumatsu, 1951	1309652	434
Cynips divisa Hartig, 1840	Cynipidae		Animalia	Hartig, 1840	1309671	381
Liposthenes glechomae (Linnaeus, 1758)	Cynipidae		Animalia	(Linnaeus, 1758)	1309699	267
Vespa velutina Lepeletier, 1836	Vespidae		Animalia	Lepeletier, 1836	1311477	396
Vespa spinipes Linnaeus, 1758	Vespidae		Animalia	Linnaeus, 1758	1311498	128
Vespa muraria Linnaeus	Vespidae		Animalia	Linnaeus	1311520	1
Vespa crabro Linnaeus	Vespidae		Animalia	Linnaeus	1311527	11650
Vespula austriaca (Panzer, 1799)	Vespidae		Animalia	(Panzer, 1799)	1311651	1
Vespa parietum Linnaeus, 1758	Vespidae		Animalia	Linnaeus, 1758	1311804	48
Dolichovespula saxonica (Fabricius, 1793)	Vespidae		Animalia	(Fabricius, 1793)	1311805	109
Dolichovespula adulterina (Buysson, 1905)	Vespidae		Animalia	(Buysson, 1905)	1311825	1
Dolichovespula media (Retz., 1783)	Vespidae		Animalia	(Retz., 1783)	1311838	105
Anergates atratulus (Schenck, 1852)	Formicidae		Animalia	(Schenck, 1852)	1314824	37
Myrmecina graminicola (Latreille, 1802)	Formicidae		Animalia	(Latreille, 1802)	1315215	445
Stenamma westwoodii Westwood, 1839	Formicidae		Animalia	Westwood, 1839	1316667	16
Stenamma debile (Foerster, 1850)	Formicidae		Animalia	(Foerster, 1850)	1316675	946
Harpagoxenus sublaevis (Nylander, 1849)	Formicidae		Animalia	(Nylander, 1849)	1317003	2
Formicoxenus nitidulus (Nylander, 1846)	Formicidae		Animalia	(Nylander, 1846)	1317464	21
Strongylognathus testaceus (Schenck, 1852)	Formicidae		Animalia	(Schenck, 1852)	1317691	114
Myrmica sabuleti Meinert, 1861	Formicidae		Animalia	Meinert, 1861	1318776	1527
Myrmica rugulosa Nylander, 1849	Formicidae		Animalia	Nylander, 1849	1318789	575
Myrmica ruginodis Nylander, 1846	Formicidae		Animalia	Nylander, 1846	1318848	2889
Myrmica schencki Viereck, 1903	Formicidae		Animalia	Viereck, 1903	1318870	450
Myrmica scabrinodis Nylander, 1846	Formicidae		Animalia	Nylander, 1846	1318887	1914
Myrmica gallienii Bondroit, 1920	Formicidae		Animalia	Bondroit, 1920	1318893	30
Myrmica sulcinodis Nylander, 1846	Formicidae		Animalia	Nylander, 1846	1318917	2
Myrmica lobicornis Nylander, 1846	Formicidae		Animalia	Nylander, 1846	1318965	35
Plagiolepis taurica Santschi, 1920	Formicidae		Animalia	Santschi, 1920	1320774	3
Plagiolepis vindobonensis Lomnicki, 1925	Formicidae		Animalia	Lomnicki, 1925	1320834	3
Tetramorium impurum (Foerster, 1850)	Formicidae		Animalia	(Foerster, 1850)	1323356	408
Leptothorax acervorum (Fabricius, 1793)	Formicidae		Animalia	(Fabricius, 1793)	1323916	517
Leptothorax parvulus (Schenck, 1852)	Formicidae		Animalia	(Schenck, 1852)	1324052	39
Leptothorax muscorum (Nylander, 1846)	Formicidae		Animalia	(Nylander, 1846)	1324105	89
Paratrechina longicornis (Latreille, 1802)	Formicidae		Animalia	(Latreille, 1802)	1325561	2
Odynerus reniformis (Gmeling, 1790)	Vespidae		Animalia	(Gmeling, 1790)	1329840	6
Microdynerus exilis Herrich-Schäffer, 1839	Eumenidae		Animalia	Herrich-Schäffer, 1839	1330477	6
Symmorphus gracilis (Brulle, 1832)	Eumenidae		Animalia	(Brulle, 1832)	1331377	15
Symmorphus connexus (Curtis, 1826)	Eumenidae		Animalia	(Curtis, 1826)	1331406	3
Symmorphus crassicornis (Panzer, 1796)	Eumenidae		Animalia	(Panzer, 1796)	1331425	3
Symmorphus bifasciatus (Linnaeus, 1761)	Eumenidae		Animalia	(Linnaeus, 1761)	1331436	176
Stelis phaeoptera (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1334185	65
Stelis signata (Latreille, 1809)	Megachilidae		Animalia	(Latreille, 1809)	1334203	27
Stelis punctulatissima (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1334291	287
Chelostoma rapunculi (Lepeletier, 1841)	Megachilidae		Animalia	(Lepeletier, 1841)	1334493	1175
Chelostoma campanularum (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1334499	826
Chelostoma distinctum (Stoeckhert, 1929)	Megachilidae		Animalia	(Stoeckhert, 1929)	1334501	34
Chelostoma florisomne (Linnaeus, 1758)	Megachilidae		Animalia	(Linnaeus, 1758)	1334527	1037
Anthidium manicatum (Linnaeus, 1758)	Megachilidae		Animalia	(Linnaeus, 1758)	1334821	2809
Anthidium oblongatum (Illiger, 1806)	Megachilidae		Animalia	(Illiger, 1806)	1334902	60
Megachile genalis Morawitz, 1880	Megachilidae		Animalia	Morawitz, 1880	1335050	2
Megachile pilidens Alfken, 1924	Megachilidae		Animalia	Alfken, 1924	1335229	6
Megachile ericetorum Lepeletier, 1841	Megachilidae		Animalia	Lepeletier, 1841	1335321	1531
Megachile centuncularis (Linnaeus, 1758)	Megachilidae		Animalia	(Linnaeus, 1758)	1335505	1456
Megachile willughbiella (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1335556	1724
Megachile rotundata (Fabricius, 1793)	Megachilidae		Animalia	(Fabricius, 1793)	1335648	169
Megachile dorsalis Pérez, 1879	Megachilidae		Animalia	Pérez, 1879	1335750	34
Megachile pyrenaea Pérez, 1890	Megachilidae		Animalia	Pérez, 1890	1335792	17
Megachile ligniseca (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1335802	342
Megachile analis Nylander, 1852	Megachilidae		Animalia	Nylander, 1852	1336029	10
Megachile versicolor Smith, 1844	Megachilidae		Animalia	Smith, 1844	1336116	280
Megachile leachella Curtis, 1828	Megachilidae		Animalia	Curtis, 1828	1336138	165
Megachile alpicola Alfken, 1924	Megachilidae		Animalia	Alfken, 1924	1336307	4
Megachile lapponica Thomson, 1872	Megachilidae		Animalia	Thomson, 1872	1336343	39
Megachile maritima (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1336431	23
Megachile lagopoda (Linnaeus, 1761)	Megachilidae		Animalia	(Linnaeus, 1761)	1336452	2
Hoplitis tridentata (Dufour & Perris, 1840)	Megachilidae		Animalia	(Dufour & Perris, 1840)	1337241	44
Hoplitis claviventris (Thomson, 1872)	Megachilidae		Animalia	(Thomson, 1872)	1337361	64
Coelioxys conoidea (Illiger, 1806)	Megachilidae		Animalia	(Illiger, 1806)	1338425	4
Coelioxys quadridentata (Linnaeus, 1758)	Megachilidae		Animalia	(Linnaeus, 1758)	1338639	1
Coelioxys inermis (Kirby, 1802)	Megachilidae		Animalia	(Kirby, 1802)	1338677	188
Bombus muscorum (Linnaeus, 1758)	Apidae		Animalia	(Linnaeus, 1758)	1340286	6
Bombus lucorum (Linnaeus, 1761)	Apidae		Animalia	(Linnaeus, 1761)	1340298	1495
Bombus sylvestris (Lepeletier, 1832)	Apidae		Animalia	(Lepeletier, 1832)	1340333	589
Bombus rupestris (Fabricius, 1793)	Apidae		Animalia	(Fabricius, 1793)	1340344	166
Bombus ruderarius (Müller, 1776)	Apidae		Animalia	(Müller, 1776)	1340394	126
Bombus pascuorum (Scopoli, 1763)	Apidae		Animalia	(Scopoli, 1763)	1340405	24187
Bombus vestalis (Geoffroy, 1785)	Apidae		Animalia	(Geoffroy, 1785)	1340418	459
Bombus terrestris (Linnaeus, 1758)	Apidae		Animalia	(Linnaeus, 1758)	1340503	13069
Bombus hortorum (Linnaeus, 1761)	Apidae		Animalia	(Linnaeus, 1761)	1340542	3294
Eucera longicornis (Linnaeus, 1758)	Apidae		Animalia	(Linnaeus, 1758)	1340884	129
Epeoloides coecutiens (Fabricius, 1775)	Apidae		Animalia	(Fabricius, 1775)	1341850	264
Epeolus cruciger (Panzer, 1799)	Apidae		Animalia	(Panzer, 1799)	1341892	262
Epeolus variegatus (Linnaeus, 1758)	Apidae		Animalia	(Linnaeus, 1758)	1341940	172
Apis mellifera Linnaeus, 1758	Apidae		Animalia	Linnaeus, 1758	1341976	12786
Xylocopa violacea (Linnaeus, 1758)	Apidae		Animalia	(Linnaeus, 1758)	1342108	423
Xylocopa virginica (Linnaeus, 1771)	Apidae		Animalia	(Linnaeus, 1771)	1342324	2
Nomada similis Morawitz, 1872	Apidae		Animalia	Morawitz, 1872	1343234	13
Nomada obtusifrons Nylander, 1848	Apidae		Animalia	Nylander, 1848	1343247	2
Nomada signata Jurine, 1807	Apidae		Animalia	Jurine, 1807	1343261	494
Nomada baccata Smith, 1844	Apidae		Animalia	Smith, 1844	1343279	4
Nomada zonata Panzer, 1798	Apidae		Animalia	Panzer, 1798	1343298	417
Nomada obscura Zetterstedt, 1838	Apidae		Animalia	Zetterstedt, 1838	1343303	25
Nomada ferruginata (Linnaeus, 1767)	Apidae		Animalia	(Linnaeus, 1767)	1343309	370
Nomada conjungens Herrich-Schäffer, 1839	Apidae		Animalia	Herrich-Schäffer, 1839	1343331	23
Nomada femoralis Morawitz, 1869	Apidae		Animalia	Morawitz, 1869	1343357	20
Nomada sheppardana (Kirby, 1802)	Apidae		Animalia	(Kirby, 1802)	1343367	342
Nomada nitida Schwarz, 1977	Apidae		Animalia	Schwarz, 1977	1343380	1
Nomada facilis Schwarz, 1967	Apidae		Animalia	Schwarz, 1967	1343416	1
Nomada villosa Thomson, 1870	Apidae		Animalia	Thomson, 1870	1343495	4
Nomada guttulata Schenck, 1861	Apidae		Animalia	Schenck, 1861	1343512	15
Nomada mutica Morawitz, 1872	Apidae		Animalia	Morawitz, 1872	1343514	1
Nomada armata Herrich-Schäffer, 1839	Apidae		Animalia	Herrich-Schäffer, 1839	1343523	1
Nomada piccioliana Magretti, 1883	Apidae		Animalia	Magretti, 1883	1343526	2
Nomada rufipes Fabricius, 1793	Apidae		Animalia	Fabricius, 1793	1343593	401
Nomada ruficornis (Linnaeus, 1758)	Apidae		Animalia	(Linnaeus, 1758)	1343608	1044
Nomada goodeniana (Kirby, 1802)	Apidae		Animalia	(Kirby, 1802)	1343694	1049
Nomada leucophthalma (Kirby, 1802)	Apidae		Animalia	(Kirby, 1802)	1343697	590
Nomada panzeri Lepeletier, 1841	Apidae		Animalia	Lepeletier, 1841	1343704	976
Nomada distinguenda Morawitz, 1874	Apidae		Animalia	Morawitz, 1874	1343736	14
Nomada alboguttata Herrich-Schäffer, 1839	Apidae		Animalia	Herrich-Schäffer, 1839	1343792	627
Nomada integra Brullé, 1832	Apidae		Animalia	Brullé, 1832	1343808	24
Nomada succincta Panzer, 1798	Apidae		Animalia	Panzer, 1798	1343826	137
Nomada fuscicornis Nylander, 1848	Apidae		Animalia	Nylander, 1848	1343831	13
Nomada marshamella (Kirby, 1802)	Apidae		Animalia	(Kirby, 1802)	1343878	214
Nomada striata Fabricius, 1793	Apidae		Animalia	Fabricius, 1793	1343885	52
Nomada bifasciata Olivier, 1811	Apidae		Animalia	Olivier, 1811	1343892	290
Nomada flava Panzer, 1798	Apidae		Animalia	Panzer, 1798	1343896	2154
Nomada fulvicornis Fabricius, 1793	Apidae		Animalia	Fabricius, 1793	1343909	375
Nomada stigma Fabricius, 1804	Apidae		Animalia	Fabricius, 1804	1343922	37
Nomada opaca Alfken, 1913	Apidae		Animalia	Alfken, 1913	1343952	6
Nomada fucata Panzer, 1798	Apidae		Animalia	Panzer, 1798	1343957	1142
Nomada barbilabris Pérez, 1895	Apidae		Animalia	Pérez, 1895	1344003	1
Nomada flavoguttata (Kirby, 1802)	Apidae		Animalia	(Kirby, 1802)	1344004	600
Anthophora quadrimaculata (Panzer, 1798)	Apidae		Animalia	(Panzer, 1798)	1344362	845
Thyreus ramosus (Lepeletier, 1841)	Apidae		Animalia	(Lepeletier, 1841)	1344841	1
Melecta albifrons (Forster, 1771)	Apidae		Animalia	(Forster, 1771)	1345296	308
Melecta luctuosa (Scopoli, 1770)	Apidae		Animalia	(Scopoli, 1770)	1345319	13
Dasypoda altercator (Harris, 1780)	Melittidae		Animalia	(Harris, 1780)	1345857	3592
Macropis fulvipes (Fabricius, 1804)	Melittidae		Animalia	(Fabricius, 1804)	1345902	267
Podalonia luffii (E.Saunders, 1903)	Sphecidae		Animalia	(E.Saunders, 1903)	1347842	1
Podalonia affinis (W.Kirby, 1798)	Sphecidae		Animalia	(W.Kirby, 1798)	1347885	13
Podalonia hirsuta (Scopoli, 1763)	Sphecidae		Animalia	(Scopoli, 1763)	1347914	1
Colletes fodiens (Fourcroy, 1785)	Colletidae		Animalia	(Fourcroy, 1785)	1348658	134
Colletes succinctus (Linnaeus, 1758)	Colletidae		Animalia	(Linnaeus, 1758)	1348704	522
Hylaeus nigritus (Fabricius, 1798)	Colletidae		Animalia	(Fabricius, 1798)	1349433	3
Hylaeus gibbus Saunders, 1850	Colletidae		Animalia	Saunders, 1850	1349447	20
Hylaeus punctulatissimus Smith, 1842	Colletidae		Animalia	Smith, 1842	1349475	98
Hylaeus variegatus (Fabricius, 1798)	Colletidae		Animalia	(Fabricius, 1798)	1349484	322
Hylaeus styriacus Förster, 1871	Colletidae		Animalia	Förster, 1871	1349544	37
Hylaeus pectoralis Förster, 1871	Colletidae		Animalia	Förster, 1871	1349550	32
Hylaeus brevicornis Nylander, 1852	Colletidae		Animalia	Nylander, 1852	1349560	56
Hylaeus paulus Bridwell, 1919	Colletidae		Animalia	Bridwell, 1919	1349564	2
Hylaeus leptocephalus (Morawitz, 1870)	Colletidae		Animalia	(Morawitz, 1870)	1349573	4
Hylaeus cornutus Curtis, 1831	Colletidae		Animalia	Curtis, 1831	1349619	43
Hylaeus hyalinatus Smith, 1842	Colletidae		Animalia	Smith, 1842	1349638	823
Hylaeus confusus Nylander, 1852	Colletidae		Animalia	Nylander, 1852	1349755	204
Hylaeus communis Nylander, 1852	Colletidae		Animalia	Nylander, 1852	1349795	801
Hylaeus difformis (Eversmann, 1852)	Colletidae		Animalia	(Eversmann, 1852)	1349802	10
Hylaeus clypearis (Schenck, 1853)	Colletidae		Animalia	(Schenck, 1853)	1349838	4
Hylaeus pictipes Nylander, 1852	Colletidae		Animalia	Nylander, 1852	1349889	78
Hylaeus signatus (Panzer, 1798)	Colletidae		Animalia	(Panzer, 1798)	1349904	619
Hylaeus rinki (Gorski, 1852)	Colletidae		Animalia	(Gorski, 1852)	1349955	36
Hylaeus punctatus (Brullé, 1832)	Colletidae		Animalia	(Brullé, 1832)	1350002	9
Hylaeus gredleri Förster, 1871	Colletidae		Animalia	Förster, 1871	1350025	101
Hylaeus gracilicornis (Morawitz, 1867)	Colletidae		Animalia	(Morawitz, 1867)	1350073	2
Sphecodes miniatus Hagens, 1882	Halictidae		Animalia	Hagens, 1882	1351330	154
Sphecodes reticulatus Thomson, 1870	Halictidae		Animalia	Thomson, 1870	1351332	43
Sphecodes longulus Hagens, 1882	Halictidae		Animalia	Hagens, 1882	1351335	73
Sphecodes ferruginatus Hagens, 1882	Halictidae		Animalia	Hagens, 1882	1351360	34
Sphecodes crassus Thomson, 1870	Halictidae		Animalia	Thomson, 1870	1351387	86
Sphecodes scabricollis Wesmael, 1835	Halictidae		Animalia	Wesmael, 1835	1351392	22
Sphecodes pellucidus Smith, 1845	Halictidae		Animalia	Smith, 1845	1351446	212
Sphecodes spinulosus Hagens, 1875	Halictidae		Animalia	Hagens, 1875	1351462	4
Sphecodes marginatus Hagens, 1882	Halictidae		Animalia	Hagens, 1882	1351467	2
Sphecodes puncticeps Thomson, 1870	Halictidae		Animalia	Thomson, 1870	1351481	48
Sphecodes niger Hagens, 1874	Halictidae		Animalia	Hagens, 1874	1351513	10
Sphecodes hyalinatus Hagens, 1882	Halictidae		Animalia	Hagens, 1882	1351574	27
Sphecodes rubicundus Hagens, 1875	Halictidae		Animalia	Hagens, 1875	1351576	2
Dufourea dentiventris (Nylander, 1848)	Halictidae		Animalia	(Nylander, 1848)	1351938	3
Rophites quinquespinosus Spinola, 1808	Halictidae		Animalia	Spinola, 1808	1352014	7
Halictus leucaheneus Ebmer, 1972	Halictidae		Animalia	Ebmer, 1972	1353181	2
Halictus subauratus (Rossi, 1792)	Halictidae		Animalia	(Rossi, 1792)	1353234	3
Halictus quadricinctus (Fabricius, 1776)	Halictidae		Animalia	(Fabricius, 1776)	1353236	5
Halictus tumulorum (Linnaeus, 1758)	Halictidae		Animalia	(Linnaeus, 1758)	1353289	963
Halictus simplex Blüthgen, 1923	Halictidae		Animalia	Blüthgen, 1923	1353310	7
Halictus sexcinctus (Fabricius, 1775)	Halictidae		Animalia	(Fabricius, 1775)	1353322	70
Halictus fulvipes (Klug, 1817)	Halictidae		Animalia	(Klug, 1817)	1353348	1
Halictus confusus Smith, 1853	Halictidae		Animalia	Smith, 1853	1353363	157
Halictus maculatus Smith, 1848	Halictidae		Animalia	Smith, 1848	1353364	96
Halictus compressus (Walckenaer, 1802)	Halictidae		Animalia	(Walckenaer, 1802)	1353390	1
Halictus scabiosae (Rossi, 1790)	Halictidae		Animalia	(Rossi, 1790)	1353395	830
Halictus rubicundus (Christ, 1791)	Halictidae		Animalia	(Christ, 1791)	1353453	1180
Lasioglossum nitidulum (Fabricius, 1804)	Halictidae		Animalia	(Fabricius, 1804)	1353593	314
Lasioglossum xanthopus (Kirby, 1802)	Halictidae		Animalia	(Kirby, 1802)	1353731	59
Lasioglossum laevigatum (Kirby, 1802)	Halictidae		Animalia	(Kirby, 1802)	1354272	8
Lasioglossum glabriusculum (Morawitz, 1872)	Halictidae		Animalia	(Morawitz, 1872)	1354397	2
Lasioglossum minutissimum (Kirby, 1802)	Halictidae		Animalia	(Kirby, 1802)	1354422	158
Lasioglossum pallens (Brullé, 1832)	Halictidae		Animalia	(Brullé, 1832)	1354551	2
Lasioglossum quadrinotatum (Kirby, 1802)	Halictidae		Animalia	(Kirby, 1802)	1354607	14
Lasioglossum quadrinotatulum (Schenck, 1861)	Halictidae		Animalia	(Schenck, 1861)	1354623	35
Lasioglossum pygmaeum (Schenck, 1853)	Halictidae		Animalia	(Schenck, 1853)	1354645	10
Lasioglossum malachurum (Kirby, 1802)	Halictidae		Animalia	(Kirby, 1802)	1355085	338
Lasioglossum semilucens (Alfken, 1914)	Halictidae		Animalia	(Alfken, 1914)	1355126	196
Lasioglossum zonulum (Smith, 1848)	Halictidae		Animalia	(Smith, 1848)	1355337	478
Panurgus dentipes Latreille, 1811	Andrenidae		Animalia	Latreille, 1811	1355929	18
Panurgus banksianus (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1355948	240
Panurgus calcaratus (Scopoli, 1763)	Andrenidae		Animalia	(Scopoli, 1763)	1355949	858
Andrena bimaculata (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1357005	82
Andrena helvola (Linnaeus, 1758)	Andrenidae		Animalia	(Linnaeus, 1758)	1357179	200
Andrena clarkella (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1357338	2580
Andrena hattorfiana (Fabricius, 1775)	Andrenidae		Animalia	(Fabricius, 1775)	1357364	464
Andrena varians (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1357397	1
Andrena fulvago (Christ, 1791)	Andrenidae		Animalia	(Christ, 1791)	1357646	237
Andrena fuscipes (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1357812	709
Andrena trimmerana (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1357930	7
Andrena cineraria (Linnaeus, 1758)	Andrenidae		Animalia	(Linnaeus, 1758)	1358088	1112
Andrena wilkella (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1358128	163
Andrena barbilabris (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1358165	731
Andrena tibialis (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1358210	445
Andrena ovatula (Kirby, 1802)	Andrenidae		Animalia	(Kirby, 1802)	1358376	160
Leucospis dorsigera Fabricius, 1775	Leucospidae		Animalia	Fabricius, 1775	1360324	1
Haltichella rufipes (Olivier, 1791)	Chalcididae		Animalia	(Olivier, 1791)	1361497	7
Brachymeria tibialis Steffan, 1958	Chalcididae		Animalia	Steffan, 1958	1362207	9
Brachymeria parvula (Walker, 1834)	Chalcididae		Animalia	(Walker, 1834)	1362624	3
Megastigmus aculeatus (Swederus, 1795)	Torymidae		Animalia	(Swederus, 1795)	1370910	7
Monodontomerus obscurus Westwood, 1833	Torymidae		Animalia	Westwood, 1833	1372402	19
Homalotylus eytelweinii (Ratzeburg, 1844)	Encyrtidae		Animalia	(Ratzeburg, 1844)	1376292	3
Euplectrus bicolor (Swederus, 1795)	Eulophidae		Animalia	(Swederus, 1795)	1385950	8
Cleonymus laticornis Walker, 1837	Pteromalidae		Animalia	Walker, 1837	1395561	1
Potamanthus luteus (Linnaeus, 1767)	Potamanthidae		Animalia	(Linnaeus, 1767)	1407105	16
Cloeon dipterum (Linnaeus, 1761)	Baetidae		Animalia	(Linnaeus, 1761)	1407879	904
Ceratophyllus gallinae (Schrank, 1803)	Ceratophyllidae		Animalia	(Schrank, 1803)	1417193	13
Ctenocephalides felis (Bouche, 1835)	Pulicidae		Animalia	(Bouche, 1835)	1419472	22
